NUM_GENES	H2GE	EQTL_H2	CORRELATION	NUM_GWAS	LASSO_POWER	PRSCSx_POWER	MAGEPRO_POWER	METRO_POWER	LASSO_ACCURACY	PRSCSx_ACCURACY	MAGEPRO_ACCURACY	METRO_ACCURACY	LASSO_SEM	PRSCSx_SEM	MAGEPRO_SEM	METRO_SEM	LASSO_R2	PRSCSx_R2	MAGEPRO_R2	METRO_R2	LASSO_R2_SEM	PRSCSx_R2_SEM	MAGEPRO_R2_SEM	METRO_R2_SEM
909	0	0.01	0.2	20000	0.0	0.0	0.0011001100110011	0.0	0.29304703761656886	0.41992884544228715	0.4227406815389667	0.4482414050794501	0.020429662075782774	0.02134869355419274	0.02149199582686743	0.021638826968435457	0.011234914237596564	0.017022305974710255	0.01677086775851018	0.01766006917962665	0.0007073044864870637	0.0008522722675877951	0.0007627515035186946	0.0007405606541345084
906	0	0.01	0.2	100000	0.0	0.0	0.0	0.0	0.2924074122383852	0.418786881918702	0.42242973861968863	0.43421924639784615	0.020381079503710778	0.02131804291000073	0.02143258138895924	0.021320425766258467	0.011250240130894198	0.0170130859498259	0.016760945312956906	0.017639964674774515	0.0007092891022180262	0.0008537686582529764	0.0007647295125780651	0.0007776653119071625
910	0	0.01	0.2	600000	0.0	0.0	0.0	0.0	0.2924074122383852	0.418786881918702	0.42242973861968863	0.4429465392034153	0.020381079503710778	0.02131804291000073	0.02143258138895924	0.021455826058576533	0.011249869783785851	0.01695520001520631	0.016788739003320865	0.01781794095123098	0.0007064338029631384	0.0008505348895909841	0.0007623842298335036	0.0007880947822397449
909	0	0.01	0.8	20000	0.0	0.0	0.0	0.0	0.2919507468333836	0.4458859265676674	0.4634434740336764	0.4315493670178651	0.019265574778821428	0.019047126062692092	0.019985186106848293	0.019661379084876716	0.011224005981854673	0.017949953325822714	0.017896652284266647	0.016907336728405047	0.0006898507353705972	0.0008050452963581493	0.0008191420079024144	0.0007494561955122484
909	0	0.01	0.8	100000	0.0	0.0	0.0	0.0	0.2926196757377899	0.4466376449088482	0.46449249406430426	0.4753631421982288	0.01929931503693015	0.019077121195259877	0.020004650168036386	0.019940374317446802	0.011230063124185586	0.017937558795361967	0.017899311605515774	0.017188713734143986	0.0006897754087566683	0.0008052533363081525	0.0008190879665527024	0.0008004391353337208
907	0	0.01	0.8	600000	0.0	0.0	0.0	0.0	0.29094480483506	0.44519380985284435	0.4632610156784345	0.4683484945043154	0.019272694636217724	0.0190823431078796	0.02001019957127377	0.019511346479435025	0.01123742495999438	0.01794906287313877	0.017895901761558145	0.016549690190591698	0.0006912506373783761	0.0008066349184505779	0.0008204898541673152	0.0007523059498919858
810	0	0.05	0.2	20000	0.0	0.0	0.0	0.0	0.4382293645190074	0.48143460523254683	0.5000670923930634	0.36860765827191916	0.01754277293338621	0.017267619001434947	0.01747946420500487	0.016401204377055816	0.03182105519308152	0.036152016493373844	0.03484895161360205	0.021302907617096942	0.0014846990805607026	0.0015896068575507595	0.001409308429677959	0.0009581298181055695
812	0	0.05	0.2	100000	0.0012315270935960591	0.0	0.0	0.0	0.4397781222794561	0.48308528943417334	0.49822572296903994	0.3804015822385362	0.017567183790838933	0.017281424848073858	0.017477644204732547	0.016990210060192686	0.03196815210012715	0.036241527630968974	0.034775568202071686	0.02129946912024231	0.0014877066361642646	0.0015861817358703632	0.0014068028177692796	0.0010309822190561777
811	0	0.05	0.2	600000	0.0012330456226880395	0.0	0.0	0.0	0.4382293645190074	0.4829096456801323	0.49900546328557704	0.37222915888555796	0.01754277293338621	0.017287479425150694	0.01750216813081168	0.016918835478285533	0.03180964427360399	0.03626343042588755	0.034832981787014224	0.021864094701901666	0.0014853935872144416	0.0015879524558933824	0.0014076891581993407	0.001035858704722323
805	0	0.05	0.8	20000	0.0	0.0	0.0	0.0	0.44913065402445834	0.47471054892553055	0.5112091146163146	0.38402541524911166	0.017517210452025648	0.01694142183456236	0.017332534483254447	0.01673957457705119	0.03133546029881057	0.03362587040476494	0.03877065139936312	0.024004273908429227	0.0014849592042931712	0.0014497282413703668	0.0014886933914447095	0.0011651724514983187
