NUM_GENES	H2GE	EQTL_H2	CORRELATION	NUM_GWAS	LASSO_POWER	PRSCSx_POWER	MAGEPRO_POWER	METRO_POWER	LASSO_ACCURACY	PRSCSx_ACCURACY	MAGEPRO_ACCURACY	METRO_ACCURACY	LASSO_SEM	PRSCSx_SEM	MAGEPRO_SEM	METRO_SEM	LASSO_R2	PRSCSx_R2	MAGEPRO_R2	METRO_R2	LASSO_R2_SEM	PRSCSx_R2_SEM	MAGEPRO_R2_SEM	METRO_R2_SEM
389	0	0.01	0.2	20000	0.0	0.0	0.002570694087403599	0.0	0.30206464013183665	0.4071720954890627	0.41964227583679203	0.3986510844501607	0.03223130144174439	0.0337098115789866	0.0324966724409715	0.031478775429229486	0.011842777043680792	0.016948038661809602	0.017623369050677462	0.017922227382721947	0.0010762854720094514	0.001333489406095641	0.0012974850799712962	0.0012005826637455626
387	0	0.01	0.2	100000	0.0	0.0	0.0	0.0	0.30206464013183665	0.4071720954890627	0.41964227583679203	0.4059837155397803	0.03223130144174439	0.0337098115789866	0.0324966724409715	0.03129481100934095	0.011903653443164516	0.01689151079594222	0.017511608133652486	0.017216023244435604	0.0010809914726529432	0.0013362298179501163	0.0013014758233565926	0.0010957112867336347
388	0	0.01	0.2	600000	0.0	0.0	0.0	0.0	0.30206464013183665	0.4071720954890627	0.41964227583679203	0.42285679983329905	0.03223130144174439	0.0337098115789866	0.0324966724409715	0.03236566856358684	0.011872997914779942	0.016851105575606415	0.017587582938037933	0.017085716931767254	0.0010786375248853673	0.0013333938082067628	0.001300338555597712	0.0011295397694636301
383	0	0.01	0.8	20000	0.0	0.0	0.0	0.0	0.3268684382615212	0.4585760982006919	0.4710285407661721	0.4264955238292291	0.028825350647997294	0.028510257123987102	0.02972248179772377	0.028802742588682085	0.012186918810893113	0.01836930270964361	0.01792114326354709	0.016820090466232472	0.0010932701618964432	0.0012750873269007023	0.0011237742628343991	0.0011180967321202586
383	0	0.01	0.8	100000	0.0	0.0	0.0	0.0	0.3268684382615212	0.4585760982006919	0.4710285407661721	0.47778016883058816	0.028825350647997294	0.028510257123987102	0.02972248179772377	0.029009071012643106	0.012186918810893113	0.01836930270964361	0.01792114326354709	0.01910745980363926	0.0010932701618964432	0.0012750873269007023	0.0011237742628343991	0.0013471114619567257
382	0	0.01	0.8	600000	0.0	0.0	0.0	0.0	0.3268684382615212	0.4585760982006919	0.4710285407661721	0.4697580710330554	0.028825350647997294	0.028510257123987102	0.02972248179772377	0.029160701154539167	0.012206620747374103	0.01841060074294051	0.017874422484074743	0.017066592413401936	0.0010959578763993626	0.001277758914787044	0.0011257457686380083	0.001191179416001051
346	0	0.05	0.2	20000	0.0	0.0	0.0	0.0	0.4361286699494394	0.4785138321629468	0.4896934603820355	0.35865884870345305	0.02575589738383349	0.025506796487051196	0.026176961193656704	0.024324525263217538	0.03243900586102302	0.0350466591934216	0.03328976398013415	0.021399057590883785	0.0023502094187106914	0.0024385172186834046	0.0020392564090232087	0.0014959581506842924
346	0	0.05	0.2	100000	0.002890173410404624	0.0	0.002890173410404624	0.0	0.43954617674315677	0.4821562510210812	0.48563027330588476	0.3670507092885358	0.02583760742629545	0.025553524135977997	0.02616363046023924	0.02495401367001263	0.032847916769723186	0.035263074937608815	0.03322343792824721	0.020900688502607526	0.00237138299370202	0.002439823203226137	0.0020412365424812826	0.0014891793363711174
347	0	0.05	0.2	600000	0.002881844380403458	0.0	0.0	0.0	0.4384491280977956	0.48065986577544495	0.48774702115236257	0.3488575930252415	0.025754435958446096	0.025492105095879538	0.026141578812000736	0.024726086091055165	0.03276499974306377	0.03516950166738664	0.03319604141353882	0.020509344723323646	0.0023659925355917874	0.0024345807637131136	0.002035529890979632	0.0014688761625247834
336	0	0.05	0.8	20000	0.0	0.0	0.0	0.0	0.4333233709344041	0.46715158289622694	0.5123828114765018	0.39781296595737636	0.02588860198213404	0.025659431506725092	0.026271310843187904	0.02544809342306794	0.02945723006628374	0.033112775316249	0.03805418868060858	0.024729224290242137	0.002230502989640197	0.0021759023497764443	0.0023017613706886276	0.0017584530915045768
